EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 1,Dione Barbosa,0,11 of 17,64%,34 of 43,1 of 2,50%,1,0,2:47,6 of 9,2 of 4,3 of 4,7 of 13,0 of 0,4 of 4
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 2,Dione Barbosa,0,8 of 17,47%,26 of 37,1 of 3,33%,0,1,0:57,5 of 13,2 of 3,1 of 1,7 of 16,1 of 1,0 of 0
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 3,Dione Barbosa,0,20 of 37,54%,27 of 44,0 of 6,0%,0,0,0:07,10 of 27,10 of 10,0 of 0,19 of 36,1 of 1,0 of 0
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 1,Ernesta Kareckaite,0,5 of 23,21%,7 of 25,0 of 0,---,0,1,0:17,4 of 21,0 of 1,1 of 1,4 of 22,0 of 0,1 of 1
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 2,Ernesta Kareckaite,0,14 of 44,31%,49 of 93,1 of 1,100%,0,2,2:02,8 of 30,2 of 2,4 of 12,8 of 25,0 of 0,6 of 19
UFC 301: Pantoja vs. Erceg,Dione Barbosa vs. Ernesta Kareckaite,Round 3,Ernesta Kareckaite,0,34 of 89,38%,44 of 102,0 of 0,---,0,0,1:06,27 of 76,6 of 12,1 of 1,32 of 85,1 of 1,1 of 3
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 1,Ismael Bonfim,0,34 of 66,51%,34 of 66,0 of 1,0%,0,0,0:02,19 of 47,2 of 4,13 of 15,34 of 66,0 of 0,0 of 0
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 2,Ismael Bonfim,0,36 of 75,48%,36 of 75,0 of 0,---,0,0,0:00,29 of 66,4 of 6,3 of 3,36 of 74,0 of 1,0 of 0
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 3,Ismael Bonfim,0,41 of 75,54%,42 of 76,1 of 1,100%,0,0,0:28,32 of 63,7 of 10,2 of 2,37 of 69,2 of 3,2 of 3
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 1,Vinc Pichel,0,18 of 47,38%,18 of 49,1 of 1,100%,0,0,0:03,5 of 29,5 of 10,8 of 8,18 of 47,0 of 0,0 of 0
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 2,Vinc Pichel,0,22 of 54,40%,22 of 54,0 of 0,---,0,0,0:05,9 of 37,3 of 5,10 of 12,22 of 54,0 of 0,0 of 0
UFC 301: Pantoja vs. Erceg,Ismael Bonfim vs. Vinc Pichel,Round 3,Vinc Pichel,0,21 of 41,51%,24 of 44,0 of 1,0%,0,0,0:21,12 of 27,6 of 9,3 of 5,20 of 39,0 of 1,1 of 1
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas,Round 1,Alessandro Costa,0,16 of 45,35%,16 of 45,0 of 2,0%,0,0,0:05,9 of 33,2 of 4,5 of 8,15 of 41,1 of 3,0 of 1
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas,Round 2,Alessandro Costa,1,30 of 41,73%,44 of 59,0 of 0,---,0,0,0:38,23 of 33,0 of 1,7 of 7,10 of 14,0 of 0,20 of 27
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas,Round 1,Kevin Borjas,0,15 of 38,39%,15 of 38,0 of 2,0%,0,0,0:00,10 of 31,4 of 6,1 of 1,15 of 37,0 of 1,0 of 0
UFC 301: Pantoja vs. Erceg,Alessandro Costa vs. Kevin Borjas,Round 2,Kevin Borjas,0,3 of 18,16%,3 of 18,0 of 0,---,0,0,0:00,2 of 14,1 of 4,0 of 0,3 of 18,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau vs. Alex Perez,Round 1,Matheus Nicolau,0,10 of 31,32%,10 of 31,0 of 0,---,0,0,0:00,6 of 25,2 of 3,2 of 3,10 of 31,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau vs. Alex Perez,Round 2,Matheus Nicolau,0,12 of 24,50%,12 of 24,0 of 0,---,0,0,0:00,7 of 19,2 of 2,3 of 3,12 of 24,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau vs. Alex Perez,Round 1,Alex Perez,0,13 of 35,37%,13 of 35,0 of 0,---,0,0,0:00,4 of 23,4 of 6,5 of 6,13 of 35,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Matheus Nicolau vs. Alex Perez,Round 2,Alex Perez,1,15 of 36,41%,15 of 36,0 of 0,---,0,0,0:02,7 of 27,4 of 5,4 of 4,15 of 36,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ryan Spann vs. Bogdan Guskov,Round 1,Ryan Spann,0,6 of 10,60%,11 of 16,1 of 2,50%,1,0,3:29,3 of 6,2 of 3,1 of 1,2 of 6,2 of 2,2 of 2
UFC Fight Night: Nicolau vs. Perez,Ryan Spann vs. Bogdan Guskov,Round 2,Ryan Spann,0,9 of 28,32%,9 of 28,0 of 1,0%,0,0,0:00,7 of 24,1 of 3,1 of 1,9 of 28,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ryan Spann vs. Bogdan Guskov,Round 1,Bogdan Guskov,0,3 of 8,37%,21 of 27,0 of 0,---,0,0,0:00,2 of 7,0 of 0,1 of 1,3 of 8,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ryan Spann vs. Bogdan Guskov,Round 2,Bogdan Guskov,1,28 of 40,70%,28 of 40,0 of 0,---,0,0,0:20,28 of 40,0 of 0,0 of 0,14 of 23,0 of 0,14 of 17
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 1,Ariane da Silva,0,7 of 13,53%,20 of 38,0 of 0,---,0,0,1:43,4 of 8,2 of 4,1 of 1,3 of 8,1 of 1,3 of 4
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 2,Ariane da Silva,0,9 of 18,50%,22 of 40,0 of 0,---,0,0,0:00,1 of 8,4 of 5,4 of 5,9 of 17,0 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 3,Ariane da Silva,0,26 of 50,52%,47 of 75,0 of 0,---,0,0,0:23,7 of 21,16 of 20,3 of 9,19 of 41,7 of 9,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 1,Karine Silva,0,4 of 17,23%,15 of 39,1 of 1,100%,0,0,1:58,0 of 7,2 of 7,2 of 3,4 of 16,0 of 0,0 of 1
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 2,Karine Silva,0,10 of 20,50%,23 of 39,2 of 2,100%,0,0,3:39,4 of 10,3 of 7,3 of 3,6 of 14,0 of 1,4 of 5
UFC Fight Night: Nicolau vs. Perez,Ariane da Silva vs. Karine Silva,Round 3,Karine Silva,0,13 of 38,34%,15 of 42,2 of 3,66%,0,0,1:55,4 of 12,4 of 18,5 of 8,11 of 35,2 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austen Lane vs. Jhonata Diniz,Round 1,Austen Lane,0,9 of 19,47%,35 of 55,1 of 1,100%,0,0,4:10,7 of 17,2 of 2,0 of 0,3 of 7,0 of 0,6 of 12
UFC Fight Night: Nicolau vs. Perez,Austen Lane vs. Jhonata Diniz,Round 2,Austen Lane,0,8 of 18,44%,8 of 18,0 of 3,0%,0,0,0:19,8 of 17,0 of 1,0 of 0,8 of 18,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austen Lane vs. Jhonata Diniz,Round 1,Jhonata Diniz,0,1 of 2,50%,5 of 6,0 of 0,---,0,0,0:00,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austen Lane vs. Jhonata Diniz,Round 2,Jhonata Diniz,1,19 of 31,61%,26 of 39,0 of 0,---,0,0,0:32,15 of 27,4 of 4,0 of 0,15 of 23,4 of 8,0 of 0
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 1,Jonathan Pearce,0,15 of 41,36%,15 of 41,1 of 5,20%,0,0,0:50,6 of 28,6 of 9,3 of 4,12 of 37,0 of 0,3 of 4
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 2,Jonathan Pearce,0,14 of 18,77%,29 of 37,3 of 3,100%,1,1,3:16,10 of 13,2 of 3,2 of 2,5 of 8,0 of 0,9 of 10
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 3,Jonathan Pearce,0,28 of 70,40%,43 of 87,1 of 6,16%,0,0,0:43,21 of 61,5 of 7,2 of 2,27 of 69,1 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 1,David Onama,0,14 of 23,60%,18 of 29,0 of 0,---,0,1,0:49,11 of 20,1 of 1,2 of 2,12 of 21,2 of 2,0 of 0
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 2,David Onama,0,5 of 10,50%,6 of 11,0 of 0,---,1,3,0:36,4 of 8,1 of 2,0 of 0,5 of 10,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Jonathan Pearce vs. David Onama,Round 3,David Onama,0,39 of 71,54%,42 of 75,0 of 1,0%,0,1,0:50,35 of 66,4 of 5,0 of 0,37 of 68,2 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Tim Means vs. Uros Medic,Round 1,Tim Means,0,7 of 17,41%,10 of 21,0 of 3,0%,0,0,1:18,1 of 10,5 of 6,1 of 1,5 of 14,2 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Tim Means vs. Uros Medic,Round 1,Uros Medic,1,7 of 12,58%,11 of 16,0 of 1,0%,0,0,0:04,5 of 10,1 of 1,1 of 1,5 of 9,1 of 2,1 of 1
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 1,Rani Yahya,0,21 of 39,53%,23 of 41,0 of 6,0%,0,0,0:48,7 of 19,3 of 5,11 of 15,18 of 36,3 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 2,Rani Yahya,0,24 of 51,47%,24 of 51,0 of 3,0%,0,0,0:00,15 of 41,2 of 3,7 of 7,24 of 51,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 3,Rani Yahya,0,9 of 19,47%,9 of 19,0 of 1,0%,0,0,0:00,6 of 16,1 of 1,2 of 2,9 of 18,0 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 1,Victor Henry,0,19 of 30,63%,26 of 41,0 of 0,---,0,0,1:00,13 of 24,4 of 4,2 of 2,17 of 26,2 of 4,0 of 0
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 2,Victor Henry,1,56 of 115,48%,70 of 136,0 of 2,0%,0,0,0:38,43 of 98,11 of 14,2 of 3,48 of 103,0 of 1,8 of 11
UFC Fight Night: Nicolau vs. Perez,Rani Yahya vs. Victor Henry,Round 3,Victor Henry,1,34 of 60,56%,54 of 83,0 of 0,---,0,0,1:31,28 of 54,6 of 6,0 of 0,24 of 44,0 of 0,10 of 16
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 1,Austin Hubbard,0,19 of 57,33%,27 of 67,1 of 2,50%,0,0,0:18,11 of 45,3 of 5,5 of 7,18 of 56,1 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 2,Austin Hubbard,0,37 of 85,43%,37 of 86,0 of 2,0%,0,0,0:00,23 of 65,11 of 15,3 of 5,37 of 85,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 3,Austin Hubbard,0,32 of 64,50%,35 of 67,2 of 3,66%,0,0,0:30,21 of 52,8 of 9,3 of 3,30 of 62,2 of 2,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 1,Michal Figlak,0,26 of 59,44%,27 of 60,0 of 0,---,0,0,0:00,15 of 47,4 of 5,7 of 7,26 of 59,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 2,Michal Figlak,0,30 of 81,37%,30 of 81,0 of 0,---,0,0,0:21,18 of 68,6 of 7,6 of 6,30 of 81,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Austin Hubbard vs. Michal Figlak,Round 3,Michal Figlak,0,36 of 70,51%,43 of 77,0 of 3,0%,0,0,1:16,27 of 58,6 of 7,3 of 5,32 of 64,4 of 6,0 of 0
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 1,Don'Tale Mayes,1,20 of 55,36%,26 of 62,0 of 0,---,0,0,0:36,12 of 39,7 of 12,1 of 4,20 of 54,0 of 0,0 of 1
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 2,Don'Tale Mayes,0,26 of 61,42%,26 of 61,0 of 0,---,0,0,0:00,18 of 50,4 of 6,4 of 5,26 of 61,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 3,Don'Tale Mayes,0,21 of 67,31%,21 of 67,0 of 0,---,0,0,0:00,12 of 51,7 of 11,2 of 5,21 of 66,0 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 1,Caio Machado,0,19 of 40,47%,19 of 40,0 of 0,---,0,0,0:00,6 of 23,6 of 8,7 of 9,19 of 40,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 2,Caio Machado,0,25 of 53,47%,25 of 53,0 of 0,---,0,0,0:00,13 of 38,7 of 9,5 of 6,25 of 53,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Don'Tale Mayes vs. Caio Machado,Round 3,Caio Machado,0,32 of 66,48%,33 of 67,0 of 0,---,0,0,0:00,14 of 42,12 of 16,6 of 8,31 of 65,1 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 1,Marnic Mann,0,11 of 21,52%,18 of 28,1 of 2,50%,0,0,0:23,1 of 7,2 of 2,8 of 12,9 of 19,2 of 2,0 of 0
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 2,Marnic Mann,0,11 of 36,30%,49 of 74,0 of 1,0%,0,0,0:00,4 of 20,2 of 6,5 of 10,11 of 36,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 3,Marnic Mann,0,9 of 20,45%,44 of 57,1 of 2,50%,1,1,2:31,3 of 12,1 of 2,5 of 6,8 of 18,0 of 0,1 of 2
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 1,Ketlen Souza,0,23 of 31,74%,29 of 38,1 of 2,50%,0,0,1:00,9 of 15,7 of 9,7 of 7,21 of 29,1 of 1,1 of 1
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 2,Ketlen Souza,0,27 of 41,65%,31 of 47,0 of 0,---,0,0,1:39,13 of 25,9 of 11,5 of 5,23 of 37,3 of 3,1 of 1
UFC Fight Night: Nicolau vs. Perez,Marnic Mann vs. Ketlen Souza,Round 3,Ketlen Souza,0,30 of 44,68%,33 of 47,0 of 0,---,0,1,0:32,16 of 29,12 of 13,2 of 2,27 of 39,3 of 5,0 of 0
UFC Fight Night: Nicolau vs. Perez,James Llontop vs. Chris Padilla,Round 1,James Llontop,0,19 of 40,47%,19 of 40,0 of 0,---,0,0,0:00,7 of 25,2 of 4,10 of 11,19 of 40,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,James Llontop vs. Chris Padilla,Round 1,Chris Padilla,0,12 of 26,46%,14 of 29,3 of 3,100%,1,0,1:20,6 of 18,1 of 3,5 of 5,9 of 23,2 of 2,1 of 1
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 1,Ivana Petrovic,0,4 of 10,40%,29 of 38,1 of 1,100%,0,1,0:58,3 of 9,1 of 1,0 of 0,2 of 8,1 of 1,1 of 1
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 2,Ivana Petrovic,0,31 of 60,51%,67 of 105,1 of 2,50%,0,0,3:25,24 of 51,7 of 9,0 of 0,5 of 22,1 of 3,25 of 35
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 3,Ivana Petrovic,0,1 of 3,33%,5 of 7,1 of 1,100%,1,0,1:14,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 1,Liang Na,0,11 of 21,52%,28 of 49,1 of 2,50%,0,1,2:15,4 of 13,5 of 6,2 of 2,10 of 18,1 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 2,Liang Na,0,12 of 28,42%,18 of 35,0 of 0,---,0,0,0:36,4 of 19,5 of 5,3 of 4,12 of 27,0 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Ivana Petrovic vs. Liang Na,Round 3,Liang Na,0,1 of 3,33%,3 of 5,0 of 0,---,0,0,0:00,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 1,Gabriel Benitez,0,23 of 69,33%,23 of 69,0 of 0,---,0,0,0:00,9 of 51,4 of 8,10 of 10,23 of 69,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 2,Gabriel Benitez,0,51 of 104,49%,51 of 104,0 of 0,---,0,0,0:00,35 of 87,3 of 4,13 of 13,51 of 103,0 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 3,Gabriel Benitez,0,47 of 122,38%,47 of 123,0 of 0,---,0,0,0:00,37 of 109,6 of 9,4 of 4,46 of 119,1 of 3,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 1,Maheshate,0,21 of 66,31%,21 of 66,0 of 0,---,0,0,0:00,13 of 49,6 of 15,2 of 2,21 of 66,0 of 0,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 2,Maheshate,0,43 of 116,37%,43 of 116,0 of 0,---,0,0,0:03,29 of 100,12 of 14,2 of 2,42 of 115,1 of 1,0 of 0
UFC Fight Night: Nicolau vs. Perez,Gabriel Benitez vs. Maheshate,Round 3,Maheshate,0,33 of 130,25%,33 of 130,0 of 0,---,0,0,0:00,25 of 112,8 of 18,0 of 0,30 of 123,3 of 7,0 of 0
UFC 300: Pereira vs. Hill,Alex Pereira vs. Jamahal Hill,Round 1,Alex Pereira,1,24 of 30,80%,24 of 30,0 of 0,---,0,0,0:07,12 of 15,6 of 6,6 of 9,13 of 16,0 of 0,11 of 14
UFC 300: Pereira vs. Hill,Alex Pereira vs. Jamahal Hill,Round 1,Jamahal Hill,0,12 of 22,54%,12 of 22,0 of 0,---,0,0,0:00,1 of 7,3 of 6,8 of 9,12 of 22,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 1,Zhang Weili,0,17 of 30,56%,20 of 33,1 of 1,100%,1,0,1:04,9 of 16,4 of 6,4 of 8,13 of 26,0 of 0,4 of 4
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 2,Zhang Weili,0,54 of 59,91%,66 of 71,1 of 1,100%,1,0,3:51,51 of 54,1 of 1,2 of 4,6 of 10,0 of 0,48 of 49
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 3,Zhang Weili,0,12 of 25,48%,39 of 56,0 of 3,0%,0,0,0:17,4 of 14,5 of 6,3 of 5,8 of 21,1 of 1,3 of 3
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 4,Zhang Weili,0,19 of 33,57%,59 of 86,2 of 2,100%,0,0,3:42,16 of 26,3 of 6,0 of 1,5 of 14,0 of 0,14 of 19
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 5,Zhang Weili,0,4 of 10,40%,72 of 81,2 of 2,100%,0,0,3:50,4 of 9,0 of 0,0 of 1,2 of 7,0 of 0,2 of 3
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 1,Yan Xiaonan,0,7 of 23,30%,7 of 23,1 of 1,100%,0,0,0:20,6 of 20,0 of 1,1 of 2,5 of 19,1 of 2,1 of 2
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 2,Yan Xiaonan,0,4 of 13,30%,7 of 16,0 of 0,---,0,1,0:10,4 of 13,0 of 0,0 of 0,4 of 13,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 3,Yan Xiaonan,1,26 of 34,76%,33 of 41,2 of 2,100%,0,0,1:42,7 of 15,3 of 3,16 of 16,9 of 17,2 of 2,15 of 15
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 4,Yan Xiaonan,0,4 of 10,40%,10 of 16,0 of 0,---,0,0,0:08,4 of 10,0 of 0,0 of 0,4 of 10,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Zhang Weili vs. Yan Xiaonan,Round 5,Yan Xiaonan,0,2 of 5,40%,16 of 20,0 of 0,---,0,0,0:00,0 of 2,1 of 2,1 of 1,2 of 5,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 1,Justin Gaethje,0,12 of 26,46%,12 of 26,0 of 0,---,0,0,0:00,4 of 15,2 of 4,6 of 7,12 of 26,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 2,Justin Gaethje,0,18 of 26,69%,18 of 26,0 of 0,---,0,0,0:00,6 of 13,3 of 4,9 of 9,18 of 26,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 3,Justin Gaethje,0,20 of 38,52%,20 of 38,0 of 0,---,0,0,0:00,5 of 18,9 of 14,6 of 6,20 of 38,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 4,Justin Gaethje,0,35 of 60,58%,35 of 60,0 of 0,---,0,0,0:00,18 of 38,11 of 16,6 of 6,35 of 60,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 5,Justin Gaethje,0,18 of 49,36%,18 of 49,0 of 0,---,0,0,0:00,11 of 37,1 of 4,6 of 8,18 of 49,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 1,Max Holloway,0,25 of 39,64%,25 of 39,0 of 0,---,0,0,0:00,10 of 18,5 of 10,10 of 11,25 of 39,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 2,Max Holloway,0,30 of 53,56%,30 of 53,0 of 0,---,0,0,0:00,4 of 20,13 of 17,13 of 16,30 of 53,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 3,Max Holloway,0,29 of 53,54%,29 of 53,0 of 0,---,0,0,0:00,6 of 24,13 of 18,10 of 11,29 of 53,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 4,Max Holloway,0,35 of 61,57%,35 of 61,0 of 0,---,0,0,0:00,15 of 29,9 of 19,11 of 13,35 of 61,0 of 0,0 of 0
UFC 300: Pereira vs. Hill,Justin Gaethje vs. Max Holloway,Round 5,Max Holloway,1,62 of 103,60%,62 of 103,0 of 0,---,0,0,0:00,27 of 58,22 of 27,13 of 18,62 of 102,0 of 1,0 of 0
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 1,Charles Oliveira,0,9 of 11,81%,12 of 14,0 of 0,---,1,0,1:44,5 of 6,1 of 1,3 of 4,3 of 4,2 of 2,4 of 5
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 2,Charles Oliveira,0,5 of 9,55%,14 of 20,0 of 0,---,1,0,0:00,4 of 6,1 of 2,0 of 1,2 of 6,1 of 1,2 of 2
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 3,Charles Oliveira,0,5 of 17,29%,7 of 19,0 of 0,---,2,1,0:48,2 of 10,3 of 6,0 of 1,2 of 14,3 of 3,0 of 0
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 1,Arman Tsarukyan,0,9 of 16,56%,19 of 32,0 of 0,---,0,1,2:42,6 of 12,2 of 3,1 of 1,3 of 8,1 of 1,5 of 7
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 2,Arman Tsarukyan,0,22 of 36,61%,38 of 54,1 of 2,50%,0,0,3:49,19 of 32,3 of 3,0 of 1,9 of 18,1 of 2,12 of 16
UFC 300: Pereira vs. Hill,Charles Oliveira vs. Arman Tsarukyan,Round 3,Arman Tsarukyan,0,18 of 31,58%,18 of 31,1 of 2,50%,0,0,2:10,12 of 25,5 of 5,1 of 1,11 of 24,1 of 1,6 of 6
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage,Round 1,Bo Nickal,0,5 of 7,71%,24 of 28,2 of 4,50%,0,0,4:25,5 of 7,0 of 0,0 of 0,1 of 3,0 of 0,4 of 4
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage,Round 2,Bo Nickal,0,3 of 6,50%,21 of 31,1 of 2,50%,2,0,3:00,1 of 4,2 of 2,0 of 0,2 of 2,0 of 0,1 of 4
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage,Round 1,Cody Brundage,0,2 of 6,33%,16 of 20,0 of 0,---,0,0,0:03,0 of 4,2 of 2,0 of 0,1 of 5,1 of 1,0 of 0
UFC 300: Pereira vs. Hill,Bo Nickal vs. Cody Brundage,Round 2,Cody Brundage,0,2 of 6,33%,17 of 21,0 of 0,---,0,0,0:00,1 of 5,1 of 1,0 of 0,1 of 5,1 of 1,0 of 0
UFC 300: Pereira vs. Hill,Jiri Prochazka vs. Aleksandar Rakic,Round 1,Jiri Prochazka,0,16 of 38,42%,16 of 38,0 of 0,---,0,0,0:03,10 of 29,2 of 5,4 of 4,15 of 37,1 of 1,0 of 0
UFC 300: Pereira vs. Hill,Jiri Prochazka vs. Aleksandar Rakic,Round 2,Jiri Prochazka,0,53 of 80,66%,53 of 80,1 of 1,100%,0,0,0:35,46 of 72,3 of 4,4 of 4,30 of 50,6 of 6,17 of 24
